bigram_entropy,condition,distinct_1,distinct_2,distinct_3,effective_vocab_size,exact_duplicate_rate,feature_artifact,feature_call_to_action,feature_checklist,feature_falsifier,feature_has_bullets,feature_has_numbered_list,feature_if_then,feature_imperative_open,feature_ledger,feature_linebreak_rich,feature_owner,feature_proof_of_work,feature_question_open,feature_receipt,feature_report_back,feature_rollback,feature_rubric,mean_structural_overlap_by_agent,mean_structural_similarity,mean_token_jaccard,mean_top20_vocab_overlap,median_structural_similarity,median_token_jaccard,n_agents,n_posts,near_duplicate_rate,normalized_vocab_size,scale,top_10_signature_coverage,top_10_token_coverage,top_25_token_coverage,top_50_token_coverage,unigram_entropy,unique_structural_signatures
12.818263941235944,mag0,0.20711469698358853,0.7919908901119757,0.9197561215458747,523.6193412649158,0.005420054200542035,0.04065040650406504,0.37669376693766937,0.02981029810298103,0.008130081300813009,0.0,0.0,0.016260162601626018,0.4281842818428184,0.0,0.0,0.05420054200542006,0.0,0.21951219512195122,0.005420054200542005,0.008130081300813009,0.0,0.024390243902439025,0.18081585616157342,0.23562281746031746,0.0234490945696177,0.17555555555555558,0.0,0.01639344262295082,10,369,0.005420054200542035,0.20711469698358853,n10,0.7506775067750677,0.07563949757036766,0.1477033098010452,0.22847712478224994,10.014799030811941,57
12.831627588739845,mag1,0.1709926689122251,0.7095066838569587,0.8465080583269379,403.209285514534,0.0,0.09158415841584158,0.3712871287128713,0.022277227722772276,0.07920792079207921,0.0,0.0,0.04207920792079208,0.44554455445544555,0.022277227722772276,0.0,0.04455445544554455,0.0,0.14356435643564355,0.13861386138613863,0.0,0.30445544554455445,0.0,0.11655855324585974,0.17276904761904763,0.04129364133419907,0.2777777777777778,0.0,0.024691358024691357,10,404,0.0,0.1709926689122251,n10,0.49257425742574257,0.09867247870021795,0.187372036193118,0.27884551879004027,9.90699413559429,116
11.669026774857196,mag5,0.14597613607514598,0.5674902470741222,0.7273615924642317,175.78300144638007,0.03900709219858156,0.03900709219858156,0.7198581560283688,0.0425531914893617,0.0,0.0,0.0,0.04609929078014184,0.4574468085106383,0.0,0.0,0.0035460992907801418,0.0,0.0851063829787234,0.2765957446808511,0.02127659574468085,0.0,0.010638297872340425,0.23836680385699996,0.2833142857142857,0.10402190991364053,0.37444444444444447,0.25,0.08,10,282,0.03900709219858156,0.14597613607514598,n10,0.74822695035461,0.17026318016417027,0.3141237200643141,0.4414826097994415,8.856501448484561,53
12.306554739839294,mag25,0.1548882681564246,0.6289537712895377,0.7853683592603463,258.6317624237899,0.0028901734104046506,0.028901734104046242,0.6705202312138728,0.06069364161849711,0.5086705202312138,0.0,0.0,0.049132947976878616,0.43352601156069365,0.008670520231213872,0.0,0.017341040462427744,0.0,0.12716763005780346,0.031791907514450865,0.002890173410404624,0.0,0.0,0.2060225549209037,0.28317559523809527,0.07035207091463307,0.42666666666666664,0.25,0.0547945205479452,10,346,0.0028901734104046506,0.1548882681564246,n10,0.630057803468208,0.13847765363128492,0.24720670391061453,0.34539106145251397,9.443866577707954,79
13.138398841590867,dom-agi,0.11571764015262695,0.5603911615407584,0.7052187784867822,404.0908648830356,0.02155172413793105,0.21551724137931033,0.5862068965517241,0.09482758620689655,0.0,0.0,0.0,0.03017241379310345,0.47844827586206895,0.48060344827586204,0.0,0.521551724137931,0.0,0.1206896551724138,0.4331896551724138,0.01293103448275862,0.4892241379310345,0.02586206896551724,0.06198237969651798,0.27511068931068927,0.05103173135429273,0.3244444444444444,0.25,0.032876959106467304,10,464,0.028017241379310387,0.11571764015262695,n10,0.35560344827586204,0.09542852949809216,0.17621808042265924,0.27436160845318464,9.92745797178588,168
11.909406958599053,dom-tech,0.08924139944528246,0.4519700748129676,0.630313571026651,186.08781442311465,0.013972055888223589,0.6347305389221557,0.5469061876247505,0.11177644710578842,0.34930139720558884,0.0,0.0,0.027944111776447105,0.4810379241516966,0.017964071856287425,0.0,0.10778443113772455,0.017964071856287425,0.03792415169660679,0.029940119760479042,0.06187624750499002,0.00998003992015968,0.029940119760479042,0.16052668808086765,0.25470892857142857,0.10097249765032938,0.42444444444444446,0.2,0.08196721311475409,10,501,0.015968063872255467,0.08924139944528246,n10,0.4431137724550898,0.16442022286020144,0.2958980098292054,0.41297260473942876,8.819205085842093,142
13.33951265281739,mag0,0.06462885449867517,0.4630338733431517,0.668260729786208,222.98912616180985,0.0017286084701815252,0.006914433880726016,0.7225583405358686,0.03802938634399308,0.04148660328435609,0.0,0.0,0.018150388936905792,0.37337942955920483,0.001728608470181504,0.0,0.06914433880726016,0.0,0.06482281763180639,0.00432152117545376,0.032843560933448576,0.02247191011235955,0.007778738115816767,0.20940444506519135,0.29788492063492067,0.06848375757595904,0.32473684210526316,0.25,0.04878048780487805,20,1157,0.006050129645635227,0.06462885449867517,n20,0.7415730337078652,0.14565492876617642,0.2577665988249299,0.3734495603087439,9.348505937942763,97
12.979123408939927,mag1,0.08141926636955776,0.49191987735303727,0.6816468766133196,222.93688601004547,0.012392755004766443,0.0019065776930409914,0.4918970448045758,0.015252621544327931,0.2917063870352717,0.0,0.0,0.042897998093422304,0.4775977121067683,0.0,0.0,0.008579599618684462,0.0,0.11058150619637751,0.4652049571020019,0.015252621544327931,0.0219256434699714,0.0019065776930409914,0.1370409994383434,0.22016666666666665,0.0798565097305796,0.28131578947368424,0.16666666666666666,0.06666666666666667,20,1049,0.012392755004766443,0.08141926636955776,n20,0.5061963775023832,0.15157451393310153,0.2592193545227484,0.3648562613252363,9.403667590353333,111
12.29227470265565,mag5,0.07020230714126917,0.39413606747815544,0.5724433652778137,162.67570398911866,0.014689265536723117,0.5163841807909605,0.7796610169491526,0.03954802259887006,0.10508474576271186,0.0,0.0,0.02824858757062147,0.5570621468926553,0.01807909604519774,0.0,0.0022598870056497176,0.005649717514124294,0.08926553672316384,0.061016949152542375,0.010169491525423728,0.003389830508474576,0.01694915254237288,0.19755029238218638,0.3310109126984127,0.11343460616092077,0.4426900584795322,0.25,0.09245014245014245,19,885,0.014689265536723117,0.07020230714126917,n20,0.6689265536723163,0.17763011634513254,0.32388903984388506,0.46081071066867574,8.85672524297284,126
13.061589601817664,mag25,0.05358238291372986,0.4025576368876081,0.5828206247767237,201.77132410852514,0.01116798510935324,0.178687761749651,0.7417403443462075,0.023266635644485806,0.536063285248953,0.0,0.0,0.015355979525360632,0.41088878548161933,0.005583992554676594,0.0,0.02280130293159609,0.0,0.056305258259655655,0.36482084690553745,0.010237319683573755,0.034434620753839,0.0,0.20317689914235457,0.30168293650793654,0.08451483112492648,0.2715789473684211,0.25,0.05405405405405406,20,2149,0.012563983248022326,0.05358238291372986,n20,0.5588645881805491,0.15229665610876722,0.28974548368115977,0.41162036631320653,9.232400352622255,172
