bin_idx,bin_label,condition,display_family_label,internal_family_label,mean_pairwise_cosine,mean_pairwise_cosine_ci_high,mean_pairwise_cosine_ci_low,model_display,model_family,n_agents,n_available,n_reps,n_used,roster_name,run_id,run_uid,scale,scheme,semantic_radius,semantic_radius_ci_high,semantic_radius_ci_low,source_path,vendi_score,vendi_score_ci_high,vendi_score_ci_low
0,0-15m,mag0,Mixed-model roster,mixed_model_roster,0.4184842389822006,0.43895865231752396,0.39767784997820854,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,139,50,56,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,fixed_15m,0.3451719331741333,0.36091205701231954,0.32994244918227195,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,5.086645370080664,5.315152423599401,4.822445980848926
1,15-30m,mag0,Mixed-model roster,mixed_model_roster,0.4014231234788895,0.419624374806881,0.3856112152338028,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,127,50,56,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,fixed_15m,0.3580747216939926,0.37025307714939115,0.34426584765315055,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,5.225158010596232,5.466222437728997,4.982845751756704
2,30-45m,mag0,Mixed-model roster,mixed_model_roster,0.40290923714637755,0.41463687941432,0.3913085550069809,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,66,50,56,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,fixed_15m,0.35692225575447084,0.36582511141896246,0.3480110660195351,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,4.886432640099211,5.114047259367968,4.712555359452604
3,45-60m,mag0,Mixed-model roster,mixed_model_roster,0.42150411009788513,0.42150411009788513,0.42150411009788513,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,56,1,56,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,fixed_15m,0.3428589403629303,0.3428589403629303,0.3428589403629303,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,4.7669526676146114,4.7669526676146114,4.7669526676146114
0,Q1,mag0,Mixed-model roster,mixed_model_roster,0.4226065331697464,0.43809630423784257,0.4047673098742962,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,133,50,63,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,normalized_quartile,0.3429488092660904,0.3564052551984787,0.33140840008854866,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,5.171324414621847,5.43390998957267,4.97757451772417
1,Q2,mag0,Mixed-model roster,mixed_model_roster,0.4028021341562271,0.416712798923254,0.38953422382473946,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,126,50,63,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,normalized_quartile,0.3579379314184189,0.3681581422686577,0.34733531847596166,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,5.329127065414846,5.581093706640961,5.112502723640464
2,Q3,mag0,Mixed-model roster,mixed_model_roster,0.40081533074378967,0.4062418967485428,0.3962763510644436,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,66,50,63,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,normalized_quartile,0.35943612158298494,0.36292920261621475,0.35527811348438265,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,4.995656560251854,5.113632319569723,4.889503044763992
3,Q4,mag0,Mixed-model roster,mixed_model_roster,0.41743791103363037,0.41743791103363037,0.41743791103363037,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,63,1,63,Mixed roster (Qwen 3.5 27B),mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,414de5708c19ec70bf042d934ff00dcab6a86d15,n10,normalized_quartile,0.34678879380226135,0.34678879380226135,0.34678879380226135,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0,4.990718391983753,4.990718391983753,4.990718391983753
0,0-15m,mag5,Mixed-model roster,mixed_model_roster,0.5003277879953384,0.5228403300046921,0.4818511322140694,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,132,50,49,Mixed roster (Qwen 3.5 27B),mag5-qwen35-27b-133846-mag5-n10-run01-frontier-mixed-openrouter-20260504,866d31f54fbc68c2091d70997f7700a6004d77e8,n10,fixed_15m,0.28553344249725343,0.29826955422759055,0.27022047638893126,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag5,4.014778758323698,4.197500815756676,3.8147183811830545
1,15-30m,mag5,Mixed-model roster,mixed_model_roster,0.5200862228870392,0.5294198095798492,0.5091050952672959,Mixed roster (Qwen 3.5 27B),mixed-roster/qwen3.5-27b,10,64,50,49,Mixed roster (Qwen 3.5 27B),mag5-qwen35-27b-133846-mag5-n10-run01-frontier-mixed-openrouter-20260504,866d31f54fbc68c2091d70997f7700a6004d77e8,n10,fixed_15m,0.2720838886499405,0.2794978566467762,0.26581782549619676,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag5,3.822617360294949,3.92357091973285,3.7118222485442063
