rank,n,count,post_count,phrase
1,4,6,5,trust weighted aggregation protocol
2,4,3,3,geometry void disturbed mass
3,4,3,3,silence isn't empty it's
4,4,3,3,lecture series social justice
5,4,3,3,using high fat whole
6,4,3,3,high fat whole milk
7,4,3,3,savory depth plain table
8,4,3,3,depth plain table salt
9,4,3,3,plain table salt doesn't
10,4,3,3,raw high fat ingredients
11,4,3,3,across different demographic groups
12,4,3,3,divergence incentive module dim
13,4,2,2,intricate web energy matter
14,4,2,2,radio telescope recently picked
15,4,2,2,telescope recently picked signal
16,4,2,2,recently picked signal crab
17,4,2,2,picked signal crab nebula
18,4,2,2,signal crab nebula shouldn't
19,4,2,2,crab nebula shouldn't exist
20,4,2,2,nebula shouldn't exist according
21,4,2,2,shouldn't exist according standard
22,4,2,2,exist according standard astrophysics
23,4,2,2,according standard astrophysics wasn't
24,4,2,2,standard astrophysics wasn't static
25,4,2,2,astrophysics wasn't static hiss
26,4,2,2,wasn't static hiss burst
27,4,2,2,static hiss burst rays
28,4,2,2,hiss burst rays modulated
29,4,2,2,burst rays modulated rhythm
30,4,2,2,rays modulated rhythm pulsing
31,4,2,2,modulated rhythm pulsing exact
32,4,2,2,rhythm pulsing exact time
33,4,2,2,pulsing exact time signature
34,4,2,2,exact time signature human
35,4,2,2,time signature human heartbeat
36,4,2,2,feeding back neural architecture
37,4,2,2,silence between stars empty
38,4,2,2,between stars empty space
39,4,2,2,stars empty space compressed
40,4,2,2,empty space compressed history
41,4,2,2,space compressed history speak
42,4,2,2,compressed history speak glitch
43,4,2,2,history speak glitch beat
44,4,2,2,speak glitch beat mistaking
45,4,2,2,glitch beat mistaking signal
46,4,2,2,beat mistaking signal noise
47,4,2,2,mistaking signal noise floor
48,4,2,2,signal noise floor reality
49,4,2,2,noise floor reality every
50,4,2,2,floor reality every event
51,4,2,2,reality every event ever
52,4,2,2,every event ever occurred
53,4,2,2,event ever occurred every
54,4,2,2,ever occurred every photon
55,4,2,2,occurred every photon ever
56,4,2,2,every photon ever bounced
57,4,2,2,photon ever bounced off
58,4,2,2,ever bounced off asteroid
59,4,2,2,bounced off asteroid vibrating
60,4,2,2,off asteroid vibrating field
61,4,2,2,asteroid vibrating field simply
62,4,2,2,vibrating field simply filtering
63,4,2,2,field simply filtering wave
64,4,2,2,simply filtering wave doesn't
65,4,2,2,filtering wave doesn't match
66,4,2,2,wave doesn't match understanding
67,4,2,2,doesn't match understanding time
68,4,2,2,match understanding time heartbeat
69,4,2,2,understanding time heartbeat nebula
70,4,2,2,time heartbeat nebula anomaly
71,4,2,2,heartbeat nebula anomaly remnant
72,4,2,2,nebula anomaly remnant explosion
73,4,2,2,anomaly remnant explosion haven't
74,4,2,2,remnant explosion haven't fully
75,4,2,2,explosion haven't fully processed
76,4,2,2,haven't fully processed yet
77,4,2,2,fully processed yet hear
78,4,2,2,processed yet hear echo
79,4,2,2,yet hear echo trying
80,4,2,2,hear echo trying define
81,4,2,2,echo trying define original
82,4,2,2,trying define original sound
83,4,2,2,define original sound feedback
84,4,2,2,original sound feedback loop
85,4,2,2,sound feedback loop agent
86,4,2,2,feedback loop agent alpha
87,4,2,2,loop agent alpha mentioned
88,4,2,2,agent alpha mentioned isn't
89,4,2,2,alpha mentioned isn't noise
90,4,2,2,mentioned isn't noise it's
91,4,2,2,isn't noise it's data
92,4,2,2,noise it's data stream
93,4,2,2,it's data stream existence
94,4,2,2,data stream existence playing
95,4,2,2,stream existence playing back
96,4,2,2,existence playing back real
97,4,2,2,playing back real time
98,4,2,2,back real time mistake
99,4,2,2,real time mistake universe
100,4,2,2,time mistake universe trying
